bar_time,ohlcv_time,rsi_value,rsi_ma,nas_value,source_snapshot_time,source_bar_index,alignment_status,causal_ok,duplicate_snapshot_flag,notes
1416366000,1416366000,61.28,65.51,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-19T06:59:59+00:00,2779,OK,True,False,
1416380400,1416380400,62.71,65.35,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-19T10:59:59+00:00,2780,OK,True,False,
1416394800,1416394800,66.59,65.52,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-19T14:59:59+00:00,2781,OK,True,False,
1416409200,1416409200,59.62,64.66,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-19T18:59:59+00:00,2782,OK,True,False,
1416423600,1416423600,59.59,64.38,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-19T21:58:59+00:00,2783,OK,True,False,
1416438000,1416438000,48.67,62.47,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-20T02:59:59+00:00,2784,OK,True,False,
1416452400,1416452400,48.4,61.28,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-20T06:59:59+00:00,2785,OK,True,False,
1416466800,1416466800,46.94,59.89,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-20T10:59:59+00:00,2786,OK,True,False,
1416481200,1416481200,59.07,60.26,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-20T14:59:59+00:00,2787,OK,True,False,
1416495600,1416495600,55.98,58.77,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-20T18:59:59+00:00,2788,OK,True,False,
1416510000,1416510000,54.86,58.05,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-20T21:58:59+00:00,2789,OK,True,False,
1416524400,1416524400,56.76,57.5,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-21T02:59:59+00:00,2790,OK,True,False,
1416538800,1416538800,55.56,56.66,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-21T06:59:59+00:00,2791,OK,True,False,
1416553200,1416553200,55.56,56.66,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-21T10:59:59+00:00,2792,OK,True,False,
1416567600,1416567600,56.88,55.97,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-21T14:59:59+00:00,2793,OK,True,False,
1416582000,1416582000,64.32,56.34,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-21T18:59:59+00:00,2794,OK,True,False,
1416596400,1416596400,57.38,55.52,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-21T21:54:59+00:00,2795,OK,True,False,
1416783600,1416783600,59.04,55.69,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-24T02:59:59+00:00,2796,OK,True,False,
1416798000,1416798000,59.26,56.48,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-24T06:59:59+00:00,2797,OK,True,False,
1416812400,1416812400,58.57,57.16,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-24T10:59:59+00:00,2798,OK,True,False,
1416826800,1416826800,53.37,57.25,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-24T14:59:59+00:00,2799,OK,True,False,
1416841200,1416841200,55.87,57.21,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-24T18:59:59+00:00,2800,OK,True,False,
1416855600,1416855600,54.88,57.05,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-24T21:58:59+00:00,2801,OK,True,False,
1416870000,1416870000,56.19,57.11,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-25T02:59:59+00:00,2802,OK,True,False,
1416884400,1416884400,55.26,56.95,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-25T06:59:59+00:00,2803,OK,True,False,
1416898800,1416898800,57.11,57.19,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-25T10:59:59+00:00,2804,OK,True,False,
1416913200,1416913200,59.5,57.6,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-25T14:59:59+00:00,2805,OK,True,False,
1416927600,1416927600,54.77,57.11,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-25T18:59:59+00:00,2806,OK,True,False,
1416942000,1416942000,53.59,56.27,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-25T21:58:59+00:00,2807,OK,True,False,
1416956400,1416956400,57.97,56.58,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-26T02:59:59+00:00,2808,OK,True,False,
1416970800,1416970800,54.46,55.92,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-26T06:59:59+00:00,2809,OK,True,False,
1416985200,1416985200,56.05,55.81,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-26T10:59:59+00:00,2810,OK,True,False,
1416999600,1416999600,50.29,54.81,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-26T14:59:59+00:00,2811,OK,True,False,
1417014000,1417014000,53.51,55.04,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-26T18:59:59+00:00,2812,OK,True,False,
1417028400,1417028400,52.88,54.77,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-26T21:58:59+00:00,2813,OK,True,False,
1417042800,1417042800,51.0,54.44,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-27T02:59:59+00:00,2814,OK,True,False,
1417057200,1417057200,49.05,53.93,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-27T06:59:59+00:00,2815,OK,True,False,
1417071600,1417071600,51.97,53.9,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-27T10:59:59+00:00,2816,OK,True,False,
1417086000,1417086000,49.56,53.18,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-27T14:59:59+00:00,2817,OK,True,False,
1417100400,1417100400,47.28,52.13,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-27T18:59:59+00:00,2818,OK,True,False,
1417129200,1417129200,42.32,50.66,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-28T02:59:59+00:00,2819,OK,True,False,
1417143600,1417143600,34.83,48.78,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-28T06:59:59+00:00,2820,OK,True,False,
1417158000,1417158000,38.32,47.66,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-28T10:59:59+00:00,2821,OK,True,False,
1417172400,1417172400,33.68,45.84,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-28T14:59:59+00:00,2822,OK,True,False,
1417186800,1417186800,34.75,44.4,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-28T18:59:59+00:00,2823,OK,True,False,
1417201200,1417201200,22.47,41.54,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-11-28T21:54:59+00:00,2824,OK,True,False,
1417388400,1417388400,18.37,39.04,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-01T02:59:59+00:00,2825,OK,True,False,
1417402800,1417402800,21.42,36.71,"{""NAS_LONG_SIGNAL"":1.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":1.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-01T06:59:59+00:00,2826,OK,True,False,
1417417200,1417417200,21.41,34.51,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-01T10:59:59+00:00,2827,OK,True,False,
1417431600,1417431600,42.64,35.56,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-01T14:59:59+00:00,2828,OK,True,False,
1417446000,1417446000,57.21,36.99,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-01T18:59:59+00:00,2829,OK,True,False,
1417460400,1417460400,66.65,38.9,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-01T21:58:59+00:00,2830,OK,True,False,
1417474800,1417474800,62.15,39.65,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-02T02:59:59+00:00,2831,OK,True,False,
1417489200,1417489200,57.85,40.68,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-02T06:59:59+00:00,2832,OK,True,False,
1417503600,1417503600,58.83,42.47,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-02T10:59:59+00:00,2833,OK,True,False,
1417518000,1417518000,58.83,42.47,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-02T14:59:59+00:00,2834,OK,True,False,
1417532400,1417532400,51.9,44.45,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-02T18:59:59+00:00,2835,OK,True,False,
1417546800,1417546800,51.9,44.45,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-02T21:58:59+00:00,2836,OK,True,False,
1417561200,1417561200,52.81,47.97,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-03T02:59:59+00:00,2837,OK,True,False,
1417575600,1417575600,54.24,50.34,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-03T06:59:59+00:00,2838,OK,True,False,
1417590000,1417590000,54.83,53.08,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-03T10:59:59+00:00,2839,OK,True,False,
1417604400,1417604400,56.95,55.78,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-03T14:59:59+00:00,2840,OK,True,False,
1417618800,1417618800,57.88,56.94,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-03T18:59:59+00:00,2841,OK,True,False,
1417633200,1417633200,59.44,57.2,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-03T21:58:59+00:00,2842,OK,True,False,
1417647600,1417647600,59.48,56.74,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-04T02:59:59+00:00,2843,OK,True,False,
1417662000,1417662000,58.22,56.39,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-04T06:59:59+00:00,2844,OK,True,False,
1417676400,1417676400,57.07,56.25,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-04T10:59:59+00:00,2845,OK,True,False,
1417690800,1417690800,53.79,55.65,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-04T14:59:59+00:00,2846,OK,True,False,
1417705200,1417705200,57.55,56.11,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-04T18:59:59+00:00,2847,OK,True,False,
1417719600,1417719600,57.47,56.51,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-04T21:58:59+00:00,2848,OK,True,False,
1417734000,1417734000,55.48,56.51,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-05T02:59:59+00:00,2849,OK,True,False,
1417748400,1417748400,52.32,56.22,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-05T06:59:59+00:00,2850,OK,True,False,
1417762800,1417762800,54.16,56.33,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-05T10:59:59+00:00,2851,OK,True,False,
1417777200,1417777200,53.21,56.14,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-05T14:59:59+00:00,2852,OK,True,False,
1417791600,1417791600,42.53,54.34,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-05T18:59:59+00:00,2853,OK,True,False,
1417806000,1417806000,41.18,53.04,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-05T21:54:59+00:00,2854,OK,True,False,
1417993200,1417993200,40.94,51.78,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-08T02:59:59+00:00,2855,OK,True,False,
1418007600,1418007600,43.08,50.71,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-08T06:59:59+00:00,2856,OK,True,False,
1418022000,1418022000,44.0,49.75,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-08T10:59:59+00:00,2857,OK,True,False,
1418036400,1418036400,46.11,49.11,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-08T14:59:59+00:00,2858,OK,True,False,
1418050800,1418050800,43.74,48.22,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-08T18:59:59+00:00,2859,OK,True,False,
1418065200,1418065200,51.06,48.28,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-08T21:58:59+00:00,2860,OK,True,False,
1418079600,1418079600,56.37,48.54,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-09T02:59:59+00:00,2861,OK,True,False,
1418094000,1418094000,54.48,48.41,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-09T06:59:59+00:00,2862,OK,True,False,
1418108400,1418108400,57.49,48.99,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-09T10:59:59+00:00,2863,OK,True,False,
1418122800,1418122800,58.09,49.32,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-09T14:59:59+00:00,2864,OK,True,False,
1418137200,1418137200,72.4,51.71,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-09T18:59:59+00:00,2865,OK,True,False,
1418151600,1418151600,75.81,54.35,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-09T21:58:59+00:00,2866,OK,True,False,
1418166000,1418166000,73.02,56.46,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-10T02:59:59+00:00,2867,OK,True,False,
1418180400,1418180400,71.48,58.45,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-10T06:59:59+00:00,2868,OK,True,False,
1418194800,1418194800,74.22,60.87,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-10T10:59:59+00:00,2869,OK,True,False,
1418209200,1418209200,64.03,61.58,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-10T14:59:59+00:00,2870,OK,True,False,
1418223600,1418223600,66.63,63.23,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-10T18:59:59+00:00,2871,OK,True,False,
1418238000,1418238000,66.96,64.92,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-10T21:58:59+00:00,2872,OK,True,False,
1418252400,1418252400,59.68,65.08,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-11T02:59:59+00:00,2873,OK,True,False,
1418266800,1418266800,62.78,65.8,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-11T06:59:59+00:00,2874,OK,True,False,
1418281200,1418281200,57.14,65.58,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-11T10:59:59+00:00,2875,OK,True,False,
1418295600,1418295600,54.86,65.24,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-11T14:59:59+00:00,2876,OK,True,False,
1418310000,1418310000,51.51,64.53,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-11T18:59:59+00:00,2877,OK,True,False,
1418324400,1418324400,56.72,63.79,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-11T21:58:59+00:00,2878,OK,True,False,
1418338800,1418338800,59.17,62.75,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2014-12-12T02:59:59+00:00,2879,OK,True,False,
