episode_id,datetime,old_decision,agg_v0_decision,agg_v1_decision,stage_a_context,nas_state,demand_supply_state,risk_sl_state,exhaustion_top_state,capit_rsi_layer_state,da_veto_state,main_supports,main_conflicts,final_reason,outcome,realR,de_capped_R,exit_type
8111,2025-03-31 22:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,neutral,hostile,hostile,no,veto,,nas|risk_sl|exhaustion_top|capitulation|rsi_momentum|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:late_top_context,STOP,-1.1,-1.1,STOP_LOSS
8133,2025-04-04 14:00,TAKE,TAKE,TAKE,bottom_reversal_capitulation,neutral,supportive,supportive,supportive,no,neutral,demand_supply|risk_sl|exhaustion_top,,anchor_clean,STOP,-1.1,-1.1,STOP_LOSS
8149,2025-04-09 06:00,REVIEW,TAKE,TAKE,demand_reclaim,supportive,supportive,supportive,neutral,no,neutral,nas|demand_supply|risk_sl,,anchor_clean,WIN,2.48,2.48,WIN_HELD
8157,2025-04-10 14:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,supportive,neutral,hostile,no,hostile,demand_supply,nas|exhaustion_top|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,SCRATCH,0.57,0.57,SCRATCH
8200,2025-04-22 18:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,neutral,supportive,neutral,no,hostile,risk_sl,nas|bubbles|bull_beta|devils_advocate,FATAL:late_top_context,STOP,-1.1,-1.1,STOP_LOSS
8216,2025-04-25 10:00,TAKE,TAKE,TAKE,liquidity_sweep_reversal,neutral,supportive,supportive,neutral,no,hostile,demand_supply|risk_sl,bull_beta|devils_advocate,anchor_clean,WIN,0.9,0.9,WIN_BE
8236,2025-04-30 18:00,SKIP,SKIP,SKIP,mid_range_noise,neutral,hostile,hostile,neutral,no,hostile,,demand_supply|risk_sl|bull_beta|devils_advocate,FATAL:no_demand_bad_risk,STOP,-1.1,-1.1,STOP_LOSS
8277,2025-05-09 14:00,SKIP,SKIP,SKIP,mid_range_noise,neutral,hostile,hostile,neutral,no,hostile,,demand_supply|risk_sl|devils_advocate,FATAL:no_demand_bad_risk,STOP,-1.1,-1.1,STOP_LOSS
8338,2025-05-23 18:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,hostile,hostile,hostile,no,hostile,,nas|demand_supply|risk_sl|exhaustion_top|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
8357,2025-05-28 22:00,REVIEW,SKIP,SKIP,bottom_reversal_capitulation,neutral,hostile,hostile,neutral,no,hostile,,demand_supply|risk_sl|devils_advocate,FATAL:no_demand_bad_risk,WIN,1.78,1.78,WIN_HELD
8371,2025-06-02 06:00,SKIP,SKIP,SKIP,bull_pullback_continuation,neutral,neutral,hostile,hostile,no,hostile,,risk_sl|exhaustion_top|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,SCRATCH,0.51,0.51,SCRATCH
8403,2025-06-09 14:00,REVIEW,REVIEW,REVIEW,mid_range_noise,neutral,neutral,supportive,neutral,no,neutral,risk_sl,bull_beta,no_anchor_partial_support,SCRATCH,0.66,0.66,SCRATCH
8431,2025-06-16 06:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,supportive,supportive,hostile,no,neutral,demand_supply|risk_sl,nas|exhaustion_top|bull_beta,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
8460,2025-06-23 02:00,SKIP,SKIP,SKIP,bear_bounce,neutral,hostile,hostile,neutral,no,hostile,,demand_supply|risk_sl|volume_vp|devils_advocate,FATAL:no_demand_bad_risk,STOP,-1.1,-1.1,STOP_LOSS
8479,2025-06-26 06:00,REVIEW,TAKE,REVIEW,bear_bounce,neutral,supportive,supportive,neutral,no,hostile,demand_supply|risk_sl,devils_advocate,anchor_but_ctx_conflict,STOP,-1.1,-1.1,STOP_LOSS
8497,2025-07-01 06:00,SKIP,SKIP,SKIP,mid_range_noise,neutral,hostile,hostile,hostile,no,hostile,,demand_supply|risk_sl|exhaustion_top|devils_advocate,FATAL:exhaustion_hostile_no_bottom,SCRATCH,-0.09,-0.09,SCRATCH
8544,2025-07-11 06:00,REVIEW,SKIP,SKIP,bull_pullback_continuation,neutral,supportive,supportive,hostile,no,neutral,demand_supply|risk_sl,exhaustion_top,FATAL:exhaustion_hostile_no_bottom,WIN,1.01,1.01,WIN_HELD
8589,2025-07-22 18:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,hostile,hostile,hostile,no,veto,,nas|demand_supply|risk_sl|exhaustion_top|capitulation|rsi_momentum|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:late_top_context,STOP,-1.1,-1.1,STOP_LOSS
8622,2025-07-30 06:00,SKIP,REVIEW,REVIEW,mid_range_noise,neutral,neutral,supportive,neutral,no,neutral,risk_sl,volume_vp,no_anchor_partial_support,STOP,-1.1,-1.1,STOP_LOSS
8635,2025-08-01 10:00,REVIEW,TAKE,TAKE,liquidity_sweep_reversal,neutral,supportive,supportive,neutral,no,neutral,demand_supply|risk_sl,,anchor_clean,SCRATCH,-0.19,-0.19,SCRATCH
8659,2025-08-07 10:00,REVIEW,SKIP,SKIP,bull_pullback_continuation,hostile,supportive,supportive,hostile,no,hostile,demand_supply|risk_sl,nas|exhaustion_top|rsi_momentum|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
8765,2025-09-02 02:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,supportive,hostile,hostile,no,veto,demand_supply,nas|risk_sl|exhaustion_top|capitulation|rsi_momentum|bubbles|bull_beta|devils_advocate,FATAL:late_top_context,WIN,1.95,1.95,WIN_HELD
8823,2025-09-15 18:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,supportive,supportive,hostile,no,hostile,demand_supply|risk_sl,nas|exhaustion_top|capitulation|bull_beta|volume_vp|devils_advocate,FATAL:exhaustion_hostile_no_bottom,WIN,2.05,2.05,WIN_HELD
8858,2025-09-23 14:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,neutral,hostile,hostile,no,veto,,nas|risk_sl|exhaustion_top|capitulation|rsi_momentum|bubbles|bull_beta|devils_advocate,FATAL:late_top_context,SCRATCH,1.24,1.24,SCRATCH
8878,2025-09-28 22:00,REVIEW,REVIEW,TAKE,demand_reclaim,hostile,supportive,supportive,neutral,no,hostile,demand_supply|risk_sl,nas|bull_beta|devils_advocate,anchor_clean,WIN,3.24,3.24,WIN_HELD
8893,2025-10-01 10:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,supportive,supportive,hostile,no,hostile,demand_supply|risk_sl,nas|exhaustion_top|bubbles|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,WIN,2.83,2.83,WIN_HELD
8905,2025-10-03 10:00,REVIEW,SKIP,SKIP,demand_reclaim,hostile,supportive,supportive,hostile,no,hostile,demand_supply|risk_sl,nas|exhaustion_top|rsi_momentum|bubbles|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,WIN,3.9,6.0,WIN_RUNNER
8923,2025-10-08 10:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,supportive,hostile,hostile,no,veto,demand_supply,nas|risk_sl|exhaustion_top|capitulation|rsi_momentum|bubbles|bull_beta|devils_advocate,FATAL:late_top_context,WIN,0.9,0.9,WIN_BE
8940,2025-10-13 06:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,supportive,supportive,hostile,no,hostile,demand_supply|risk_sl,nas|exhaustion_top|bubbles|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,WIN,0.9,0.9,WIN_BE
8966,2025-10-17 14:00,REVIEW,SKIP,SKIP,late_top_exhaustion,hostile,neutral,supportive,neutral,no,neutral,risk_sl,nas|bubbles|bull_beta,FATAL:late_top_context,STOP,-1.1,-1.1,STOP_LOSS
8978,2025-10-21 14:00,REVIEW,REVIEW,SKIP,late_top_exhaustion,neutral,supportive,supportive,neutral,no,hostile,demand_supply|risk_sl,rsi_momentum|bubbles|bull_beta|devils_advocate,FATAL:late_top_context,STOP,-1.1,-1.1,STOP_LOSS
9007,2025-10-28 10:00,TAKE,TAKE,TAKE,bottom_reversal_capitulation,supportive,neutral,supportive,supportive,supportive,hostile,nas|risk_sl|exhaustion_top|capit+rsi,devils_advocate,anchor_clean,SCRATCH,1.4,1.4,SCRATCH
9081,2025-11-13 19:00,REVIEW,SKIP,TAKE,demand_reclaim,hostile,supportive,supportive,neutral,no,neutral,demand_supply|risk_sl,nas|bubbles|bull_beta,anchor_clean,STOP,-1.1,-1.1,STOP_LOSS
9105,2025-11-19 19:00,SKIP,TAKE,REVIEW,mid_range_noise,neutral,supportive,supportive,neutral,no,neutral,demand_supply|risk_sl,volume_vp,anchor_but_ctx_conflict,WIN,1.64,1.64,WIN_HELD
9199,2025-12-11 11:00,REVIEW,TAKE,TAKE,demand_reclaim,neutral,supportive,supportive,neutral,no,hostile,demand_supply|risk_sl,bull_beta|devils_advocate,anchor_clean,WIN,3.9,6.0,WIN_RUNNER
9215,2025-12-16 03:00,TAKE,SKIP,SKIP,demand_reclaim,hostile,neutral,supportive,hostile,supportive,hostile,risk_sl|capit+rsi,nas|exhaustion_top|bubbles|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,WIN,3.9,6.0,WIN_RUNNER
9243,2025-12-22 19:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,supportive,hostile,hostile,no,veto,demand_supply,nas|risk_sl|exhaustion_top|capitulation|rsi_momentum|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:late_top_context,STOP,-1.1,-1.1,STOP_LOSS
9256,2025-12-26 03:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,supportive,supportive,hostile,no,hostile,demand_supply|risk_sl,nas|exhaustion_top|capitulation|bubbles|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
9287,2026-01-05 07:00,REVIEW,SKIP,SKIP,demand_reclaim,hostile,neutral,neutral,hostile,no,neutral,,nas|exhaustion_top|bull_beta|volume_vp,FATAL:exhaustion_hostile_no_bottom,SCRATCH,1.64,1.64,SCRATCH
9297,2026-01-06 23:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,hostile,hostile,hostile,no,hostile,,nas|demand_supply|risk_sl|exhaustion_top|capitulation|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:exhaustion_hostile_no_bottom,WIN,1.97,1.97,WIN_HELD
9304,2026-01-08 03:00,SKIP,SKIP,SKIP,mid_range_noise,neutral,hostile,hostile,hostile,no,hostile,,demand_supply|risk_sl|exhaustion_top|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,WIN,2.45,2.45,WIN_HELD
9314,2026-01-09 19:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,neutral,hostile,hostile,no,veto,,nas|risk_sl|exhaustion_top|bull_beta|volume_vp|devils_advocate,FATAL:exhaustion_hostile_no_bottom,WIN,3.16,3.16,WIN_HELD
9329,2026-01-14 07:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,supportive,supportive,hostile,no,hostile,demand_supply|risk_sl,nas|exhaustion_top|capitulation|bubbles|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
9345,2026-01-18 23:00,SKIP,SKIP,REVIEW,bull_pullback_continuation,hostile,neutral,supportive,neutral,no,hostile,risk_sl,nas|bull_beta|devils_advocate,no_anchor_partial_support,WIN,3.9,6.0,WIN_RUNNER
9368,2026-01-22 19:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,supportive,neutral,hostile,no,veto,demand_supply,nas|exhaustion_top|capitulation|rsi_momentum|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:late_top_context,WIN,0.9,0.9,WIN_BE
9390,2026-01-28 11:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,supportive,hostile,hostile,no,veto,demand_supply,nas|risk_sl|exhaustion_top|capitulation|rsi_momentum|bubbles|bull_beta|devils_advocate,FATAL:late_top_context,STOP,-1.1,-1.1,STOP_LOSS
9432,2026-02-06 11:00,SKIP,SKIP,SKIP,mid_range_noise,neutral,hostile,hostile,neutral,no,veto,,demand_supply|risk_sl|devils_advocate,FATAL:no_demand_bad_risk,SCRATCH,0.09,0.09,SCRATCH
9492,2026-02-20 11:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,neutral,neutral,hostile,no,hostile,,nas|exhaustion_top|devils_advocate,FATAL:exhaustion_hostile_no_bottom,SCRATCH,0.25,0.25,SCRATCH
9504,2026-02-24 11:00,REVIEW,SKIP,REVIEW,bull_pullback_continuation,hostile,neutral,supportive,neutral,no,hostile,risk_sl,nas|bubbles|bull_beta|devils_advocate,no_anchor_partial_support,SCRATCH,0.16,0.16,SCRATCH
9512,2026-02-25 19:00,REVIEW,SKIP,SKIP,demand_reclaim,hostile,neutral,neutral,hostile,no,veto,,nas|exhaustion_top|bubbles|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,WIN,0.9,0.9,WIN_BE
9523,2026-02-27 15:00,SKIP,REVIEW,SKIP,bull_pullback_continuation,neutral,neutral,neutral,neutral,no,hostile,,bubbles|bull_beta|devils_advocate,no_anchor_no_support,STOP,-1.1,-1.1,STOP_LOSS
9530,2026-03-02 19:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,neutral,neutral,neutral,no,hostile,,nas|bubbles|bull_beta|volume_vp|devils_advocate,no_anchor_no_support,STOP,-1.1,-1.1,STOP_LOSS
9537,2026-03-03 23:00,REVIEW,REVIEW,REVIEW,bottom_reversal_capitulation,neutral,hostile,supportive,neutral,no,neutral,risk_sl,demand_supply|bubbles,no_anchor_partial_support,SCRATCH,-0.59,-0.59,SCRATCH
9582,2026-03-13 10:00,SKIP,SKIP,SKIP,bear_bounce,neutral,hostile,hostile,neutral,no,hostile,,demand_supply|risk_sl|volume_vp|devils_advocate,FATAL:no_demand_bad_risk,STOP,-1.1,-1.1,STOP_LOSS
9628,2026-03-25 02:00,REVIEW,SKIP,REVIEW,bear_bounce,supportive,neutral,neutral,hostile,no,veto,nas,exhaustion_top|volume_vp|devils_advocate,anchor_but_common_veto,SCRATCH,0.5,0.5,SCRATCH
9646,2026-03-30 02:00,SKIP,SKIP,SKIP,bear_bounce,neutral,hostile,hostile,hostile,no,veto,,demand_supply|risk_sl|exhaustion_top|volume_vp|devils_advocate,FATAL:exhaustion_hostile_no_bottom,SCRATCH,1.24,1.24,SCRATCH
9727,2026-04-17 14:00,SKIP,REVIEW,TAKE,bull_pullback_continuation,hostile,supportive,supportive,neutral,no,hostile,demand_supply|risk_sl,nas|bull_beta|devils_advocate,anchor_clean,STOP,-1.11,-1.11,STOP_LOSS
9805,2026-05-06 14:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,hostile,hostile,hostile,no,hostile,,nas|demand_supply|risk_sl|exhaustion_top|devils_advocate,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
